,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
964,Mahindra,Xylo,D2 Bs-Iv,963037,2489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Diesel,1895,4520,1850,SUV,5.0,10.7,13.6,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Yes,,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,,Yes,Yes,,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog,Yes,5.5 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
965,Mahindra,Xylo,D4 Bs-Iv,1004487,2489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Diesel,1895,4520,1850,SUV,5.0,10.3,13.6,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Electric Power,All Windows,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,,Yes,Yes,Digital,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,,,,,,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,
966,Mahindra,Xylo,H4 Bs-Iv,1031951,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",400 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,,,,,,17.8:1,Rake,,,,,,,,,,,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,,,,,,,,,,,,,
967,Mahindra,Xylo,H4 Abs Bs-Iv,1066139,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Analog,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,Yes,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,Yes,,Yes,Digital,Front,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,All Rows,2475 kg,,,,,,,17.8:1,Rake,,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
968,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,1228335,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,Remote,121PS@4000rpm,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,8.0,Fabric,Manual,2760 mm,215/75R15,,Yes,,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),,"With Remote, Internal",400 litres,Yes,,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,All Rows,2475 kg,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,,2.0,17.8:1,Rake,,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
985,Nissan,Terrano,Xe D 85Ps,999900,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1671,4331,1822,SUV,5.0,17.1,20.45,20.45 km/litre,,1236 kg,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Hydraulic Power,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,1,Not on offer,,Yes,24 months /50000 Kms (whichever comes first),,Internal,475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1764 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,,,,,Touch Sensitive,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,
986,Nissan,Terrano,Xv D Premium 110 Ps Amt,1464900,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1671,4331,1822,SUV,5.0,16,19.01,19.01 km/litre,,1360 kg,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,110PS@3900rpm,248Nm@2250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1787 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,,,,,Yes,,,,Yes,,,,,
987,Nissan,Terrano,Xl (P),999900,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Petrol,1671,4331,1822,SUV,5.0,10.1,13.24,13.24 km/litre,,1360 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Hydraulic Power,All Windows,,Remote,104PS@5850rpm,145Nm@3750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1755 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,Touch Sensitive,,Yes,Yes,,,,,Cup Holders,,Yes,,,,,,,,,,,,Yes,,,,,
988,Nissan,Terrano,Xl D(O),1235700,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1671,4331,1822,SUV,5.0,17.1,20.45,20.45 km/litre,,1360 kg,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,475 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1764 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,,Yes,Yes,Manual Adjustment,,,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,
989,Nissan,Terrano,Xv D Premium 110 Ps,1419900,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1671,4331,1822,SUV,5.0,16,19.01,19.01 km/litre,,1360 kg,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,110PS@3900rpm,248Nm@2250rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1787 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,Yes,,,,,,,,Yes,,,,Yes,,,,,
990,Nissan,Terrano,Sport Edition,1235700,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1671,4331,1822,SUV,5.0,17.1,20.45,20.45 km/litre,,1236 kg,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Hydraulic Power,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,1,Not on offer,,Yes,24 months /50000 Kms (whichever comes first),,Internal,475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1764 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,,,,,Touch Sensitive,,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,
991,Tata,Safari Storme,2.2 Lx 4X2,1109005,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63,Diesel,1922,4655,1855,SUV,5.0,10.8,14,14 km/litre,,2000 kg,5,200 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Hydraulic Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,Yes,,,,3 years /100000 Kms (years/distance whichever comes first),,Manual,981 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,10.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,,Yes,Front Row,2505 kg,,Yes,,Yes,,,17.2:1,Rake,,Air Conditioner : Standard,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
992,Tata,Safari Storme,2.2 Ex 4X2,1335158,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63,Diesel,1922,4655,1965,SUV,5.0,10.8,14,14 km/litre,,2000 kg,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Hydraulic Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,2,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual,981 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,10.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,2555 kg,,Yes,Yes,Yes,,,17.2:1,Rake,,Air Conditioner : Standard,,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
993,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,1479574,2179 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63,Diesel,1922,4655,1965,SUV,5.0,10.8,13,14.1 km/litre,,2095 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,3,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual,981 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2570 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,
1009,Hyundai,Elantra,S,1589000,1999 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4.0,13.1,14.6,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Remote,152PS@6200rpm,196Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2700 mm,205/60R16,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,Yes,Normal,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,,6.0,,"Reach, Rake",,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,Yes,,,,,,
1010,Hyundai,Elantra,Sx,1849000,1999 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4.0,13.1,14.6,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Remote,152PS@6200rpm,196Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2700 mm,205/60R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,Normal,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1011,Hyundai,Elantra,Sx At,1949000,1999 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4.0,13.1,14.6,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Remote,152PS@6200rpm,196Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,AMT,2700 mm,205/60R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1012,Hyundai,Elantra,Sx(O) At,2039000,1999 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4.0,13.1,14.6,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,152PS@6200rpm,196Nm@4000rpm,Digital,"Analog, Digital",Analog,Yes,5.0,Leather,AMT,2700 mm,205/60R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1013,Hyundai,Tucson,2Wd Mt Diesel,2079717,1995 cc,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,62,Diesel,1660,4475,1850,SUV,5.0,1638,18.42,18.42 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,,,185PS@4000rpm,400NM@1750rpm,Yes,Analog,Analog,Yes,5.0,Fabric,Manual,2670 mm,225/55 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1014,Hyundai,Tucson,2Wd Mt Petrol,1876656,1999 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Petrol,1660,4475,1850,SUV,5.0,133,13.03,13.03 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,,,155PS@6200rpm,192NM@4000rpm,Yes,Analog,Analog,Yes,5.0,Fabric,Manual,2670 mm,225 / 60 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
